Company,Content,Date,LinkSrc,Title,imgSrc
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698909,문 대통령 아세안 3개국 국빈 방문 마치고 귀국,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698909.jpg?type=ofullfill106_72
헤럴드경제,[헤럴드경제=모바일섹션] 유시민 사람사는세상 노무현재단 이사장의 “한국당 탄핵”발언을 놓고 정치권이 시끄럽다. 16일 유시민 이 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001511076,유시민 “한국당 탄핵” 작심 발언에…바른미래당 노무현 이름 내려라,https://imgnews.pstatic.net/image/origin/016/2019/03/16/1511076.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885483,귀국하는 문 대통령 내외,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885483.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885482,문 대통령 아세안 3국 순방 마치고 귀국,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885482.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885481,아세안 순방 마치고 귀국하는 문 대통령 내외,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885481.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885479,문 대통령 순방 귀국,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885479.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885478,문 대통령 밝은 표정으로 귀국,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885478.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885477,문 대통령 '아세안 3국 순방 마치고',https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885477.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885476,아세안 3국 순방 마친 문 대통령,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885476.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885475,귀국한 문 대통령,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885475.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885474,아세안 3국 순방 마친 문 대통령 '추후 과제는?',https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885474.jpg?type=ofullfill106_72
뉴스1,(성남=뉴스1) 이승배 기자 = 문재인 대통령과 부인 김정숙 여사가 브루나이 말레이시아 캄보디아 아세안(ASEAN) 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885473,아세안 3개국 순방 마친 문 대통령 내외,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885473.jpg?type=ofullfill106_72
YTN,동남아시아 3개국 순방에 나섰던 문재인 대통령이 6박 7일간의 일정을 마치고 오늘 밤 귀국했습니다. 지난 10일 동남아 3개국  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=052&aid=0001266489,문 대통령 동남아 3개국 순방 마치고 귀국,No image
KBS,차태현·김준호 ‘내기 골프’,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010681228,[뉴스9 헤드라인],https://imgnews.pstatic.net/image/origin/056/2019/03/16/10681228.jpg?type=ofullfill106_72
한국경제TV,[한국경제TV 이영호 기자] 문재인 대통령은 브루나이·말레이시아·캄보디아 등 아세안 3개국 국빈방문 일정을 마무리하고 16일 오 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=215&aid=0000748772,문대통령 귀국...한반도 비핵화·민생경제 고민 클 듯 ,https://imgnews.pstatic.net/image/origin/215/2019/03/16/748772.jpg?type=ofullfill106_72
KBS,문재인 대통령이 6박7일 간 아세안 3국 순방 일정을 모두 마치고 오늘(16일) 밤 서울공항을 통해 귀국했습니다. 문 대통령은  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010681227,문 대통령 아세안 3국 순방 마치고 오늘밤 귀국,https://imgnews.pstatic.net/image/origin/056/2019/03/16/10681227.jpg?type=ofullfill106_72
KBS,여야 4당이 연동형 비례대표제를 바탕으로 한 선거제 개혁안에 큰 틀에서 합의했습니다. 합의안은 총 의석 300석 중 비례대표 의 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010681226,선거개혁안 큰 틀 합의…비례의석 계산법은?,https://imgnews.pstatic.net/image/origin/056/2019/03/16/10681226.jpg?type=ofullfill106_72
뉴시스,【서울=뉴시스】강지은 기자 = 자유한국당은 16일 김연철 통일부 장관 후보자가 박왕자씨 금강산 피격사망 사건을 '통과의례'라고  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117329,한국당 금강산 피격사건=통과의례? 김연철 국민자격 미달,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117329.jpg?type=ofullfill106_72
JTBC,[앵커] 국회의원을 어떻게 뽑을 것이냐 그동안 여야가 첨예하게 대립해왔는데요. 자유한국당을 제외한 여야 4당이 어제(15일)  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000205199,300석 고정·연동률 50%…여야 4당 개편안 잠정 합의,https://imgnews.pstatic.net/image/origin/437/2019/03/16/205199.jpg?type=ofullfill106_72
연합뉴스,한반도 비핵화 해법·민생경제 활력제고 대책 등 고민할 듯 (서울=연합뉴스) 이상헌 임형섭 기자 = 문재인 대통령은 브루나이·말레 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698902,文대통령 아세안 3국 순방 마치고 서울 도착…국정상황 점검,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698902.jpg?type=ofullfill106_72
아시아경제,[아시아경제 황진영 기자] 문재인 대통령이 16일 브루나이 말레이시아 캄보디아 등 동남아시아국가연합(아세안) 3개국 순방을  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=277&aid=0004431083,문 대통령 6박 7일 아세안 3개국 순방 마치고 귀국,No image
뉴시스,【서울공항(성남)=뉴시스】 홍지은 기자 = 6박7일 동남아 순방 일정을 마치고 귀국길에 오른 문재인 대통령은 16일 서울공항에  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117328,文대통령 서울공항 도착…올해 첫 순방 일정 종료 ,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117328.jpg?type=ofullfill106_72
뉴스1,(서울=뉴스1) 조소영 기자양새롬 기자 = 문재인 대통령이 아세안(ASEAN·동남아시아국가연합) 3개국 순방을 마치고 16일  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885470,文대통령 아세안 3개국 순방 마치고 귀국…현안 산적,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885470.jpg?type=ofullfill106_72
KBS,국내 교통사고 4건 중 1건은 버스와 택시 화물차 등 사업용자동차가 포함된 사고로 나타났습니다. 삼성교통안전문화연구소가 201 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010681225,“교통사고 4건 중 1건은 버스·화물차 등 사업용”,No image
서울신문,[서울신문] 무소속 손혜원 의원이 자신의 부친을 언급한 나경원 자유한국당 원내대표를 향해 “(아버지는) 당신 같은 이기적인 정치 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=081&aid=0002984012,손혜원 나경원에 “내 아버지 당신 같은 정치인이 입에 올릴 분 아니다”,https://imgnews.pstatic.net/image/origin/081/2019/03/16/2984012.jpg?type=ofullfill106_72
한국경제,“비핵화 협상 중단 고려” 밝힌 北에 ‘대화’와 ‘약속이행’ 동시에 강조 트럼프 北 관련 트윗 없어,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=015&aid=0004108679,美 '최선희 발언' 후 신중 기조…폼페이오 北 협상 지속 기대,https://imgnews.pstatic.net/image/origin/015/2019/03/16/4108679.jpg?type=ofullfill106_72
MBC,[뉴스데스크]◀ 앵커 ▶ 자유한국당을 제외한 여야 4당이 연동형 비례제를 바탕으로 한 선거제 개편안에 잠정 합의했습니다. 내일  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=214&aid=0000932627,'큰 틀' 합의했지만…바른미래 엇박자·한국당 반발,https://imgnews.pstatic.net/image/origin/214/2019/03/16/932627.jpg?type=ofullfill106_72
채널A,이렇게 미국과 북한 모두 강경한 메시지를 내놓으면서도 대화의 여지는 남겨두고 있는데요. 청와대는 북한의 속내부터 파악해야 하는  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000167897,청와대 ‘북 협상 의지’에 무게…북 매체도 ‘침묵’,https://imgnews.pstatic.net/image/origin/449/2019/03/16/167897.jpg?type=ofullfill106_72
JTBC,[앵커] 북·미가 직접적인 접촉은 하지 않으면서 서로 말을 주고받는 상황이 펼쳐지고 있습니다. 양측의 진의가 뭔지 파악하는 것이 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000205186,살얼음판 걷는 북·미…대화 끈 이을 정부의 역할은?,https://imgnews.pstatic.net/image/origin/437/2019/03/16/205186.jpg?type=ofullfill106_72
SBS,<앵커> 1주일 동안 동남아 순방을 떠났던 문재인 대통령은 오늘(16일) 밤에 귀국을 할 예정입니다. 그 사이에 해야 될 일이  ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=055&aid=0000717470,文 비핵화 메시지 자제…靑 관계자 속도보다 신중할 때,https://imgnews.pstatic.net/image/origin/055/2019/03/16/717470.jpg?type=ofullfill106_72
JTBC,[앵커] 이런 가운데 문재인 대통령은 6박7일 간의 동남아 3개국 순방을 마치고 잠시 뒤 귀국합니다. 꼬인 북미 관계를 중간에서 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000205185,꼬인 북·미 관계…대화 촉진 위해 특사 파견 가능성,https://imgnews.pstatic.net/image/origin/437/2019/03/16/205185.jpg?type=ofullfill106_72
KBS,무소속 손혜원 의원이 자신의 부친을 언급하면서 '좌익 활동한 사람이 독립유공자에 포함된다'고 우려한 자유한국당 나경원 원내대표에 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010681224,손혜원 나경원에 “내 아버지 입에 올리는 일 삼가라”,https://imgnews.pstatic.net/image/origin/056/2019/03/16/10681224.jpg?type=ofullfill106_72
뉴스1,(서울=뉴스1) 이균진 기자 = 이양수 자유한국당 의원이 16일 문성혁 해양수산부 장관 후보자 장남에 대해 추가 의혹을 제기했다 ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003885466,이양수 문성혁 장남 유효기간 지난 어학성적표로 한국선급 합격 ,https://imgnews.pstatic.net/image/origin/421/2019/03/16/3885466.jpg?type=ofullfill106_72
MBN,【 앵커멘트 】 지역이 단 2곳에 불과하지만 여야 간 경쟁은 그 어느 때보다 치열합니다. 경남 민심이 출렁이고 있기 때문인데요. ,6시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=057&aid=0001334265,출렁이는 PK 민심…여야 4.3보궐선거 총력전,https://imgnews.pstatic.net/image/origin/057/2019/03/16/1334265.jpg?type=ofullfill106_72
